ProjectName;FolderIndex;FolderName;FileIndex;FileName;PageCount;FileStatus;CountPagesIdentifiedInFile;PageIndex;ProfileName"Samples";0;"Moffat";0;"Absa01\0db592e4.pdf";2;"OcrProcessed";1;0;"Absa Current Account Statement"
"Samples";0;"Moffat";0;"Absa01\0db592e4.pdf";2;"OcrProcessed";1;1;""
"Samples";0;"Moffat";1;"Absa02\059d8fa3.pdf";6;"OcrProcessed";5;0;"Absa Current Account Statement"
"Samples";0;"Moffat";1;"Absa02\059d8fa3.pdf";6;"OcrProcessed";5;1;"Absa Current Account Statement"
"Samples";0;"Moffat";1;"Absa02\059d8fa3.pdf";6;"OcrProcessed";5;2;"Absa Current Account Statement"
"Samples";0;"Moffat";1;"Absa02\059d8fa3.pdf";6;"OcrProcessed";5;3;"Absa Current Account Statement"
"Samples";0;"Moffat";1;"Absa02\059d8fa3.pdf";6;"OcrProcessed";5;4;"Absa Current Account Statement"
"Samples";0;"Moffat";1;"Absa02\059d8fa3.pdf";6;"OcrProcessed";5;5;""
"Samples";0;"Moffat";2;"Absa03\084f9dd1.pdf";6;"OcrProcessed";6;0;"Absa Current Account Statement"
"Samples";0;"Moffat";2;"Absa03\084f9dd1.pdf";6;"OcrProcessed";6;1;"Absa Current Account Statement"
"Samples";0;"Moffat";2;"Absa03\084f9dd1.pdf";6;"OcrProcessed";6;2;"Absa Current Account Statement"
"Samples";0;"Moffat";2;"Absa03\084f9dd1.pdf";6;"OcrProcessed";6;3;"Absa Current Account Statement"
"Samples";0;"Moffat";2;"Absa03\084f9dd1.pdf";6;"OcrProcessed";6;4;"Absa Current Account Statement"
"Samples";0;"Moffat";2;"Absa03\084f9dd1.pdf";6;"OcrProcessed";6;5;"Absa Current Account Statement"
"Samples";0;"Moffat";3;"Absa05\1c528077.pdf";4;"OcrProcessed";3;0;"Absa Current Account Statement"
"Samples";0;"Moffat";3;"Absa05\1c528077.pdf";4;"OcrProcessed";3;1;"Absa Current Account Statement"
"Samples";0;"Moffat";3;"Absa05\1c528077.pdf";4;"OcrProcessed";3;2;"Absa Current Account Statement"
"Samples";0;"Moffat";3;"Absa05\1c528077.pdf";4;"OcrProcessed";3;3;""
"Samples";0;"Moffat";4;"Absa06\45d65d4e.pdf";6;"OcrProcessed";5;0;"Absa Current Account Statement"
"Samples";0;"Moffat";4;"Absa06\45d65d4e.pdf";6;"OcrProcessed";5;1;"Absa Current Account Statement"
"Samples";0;"Moffat";4;"Absa06\45d65d4e.pdf";6;"OcrProcessed";5;2;"Absa Current Account Statement"
"Samples";0;"Moffat";4;"Absa06\45d65d4e.pdf";6;"OcrProcessed";5;3;"Absa Current Account Statement"
"Samples";0;"Moffat";4;"Absa06\45d65d4e.pdf";6;"OcrProcessed";5;4;"Absa Current Account Statement"
"Samples";0;"Moffat";4;"Absa06\45d65d4e.pdf";6;"OcrProcessed";5;5;""
"Samples";0;"Moffat";5;"Absa07\0beccdd3.pdf";4;"OcrProcessed";3;0;"Absa Current Account Statement"
"Samples";0;"Moffat";5;"Absa07\0beccdd3.pdf";4;"OcrProcessed";3;1;"Absa Current Account Statement"
"Samples";0;"Moffat";5;"Absa07\0beccdd3.pdf";4;"OcrProcessed";3;2;"Absa Current Account Statement"
"Samples";0;"Moffat";5;"Absa07\0beccdd3.pdf";4;"OcrProcessed";3;3;""
"Samples";0;"Moffat";6;"Absa08\1f8aee50.pdf";4;"OcrProcessed";4;0;"Absa Current Account Statement"
"Samples";0;"Moffat";6;"Absa08\1f8aee50.pdf";4;"OcrProcessed";4;1;"Absa Current Account Statement"
"Samples";0;"Moffat";6;"Absa08\1f8aee50.pdf";4;"OcrProcessed";4;2;"Absa Current Account Statement"
"Samples";0;"Moffat";6;"Absa08\1f8aee50.pdf";4;"OcrProcessed";4;3;"Absa Current Account Statement"
"Samples";0;"Moffat";7;"Absa09\cde9ad27.pdf";8;"OcrProcessed";8;0;"Absa Current Account Statement"
"Samples";0;"Moffat";7;"Absa09\cde9ad27.pdf";8;"OcrProcessed";8;1;"Absa Current Account Statement"
"Samples";0;"Moffat";7;"Absa09\cde9ad27.pdf";8;"OcrProcessed";8;2;"Absa Current Account Statement"
"Samples";0;"Moffat";7;"Absa09\cde9ad27.pdf";8;"OcrProcessed";8;3;"Absa Current Account Statement"
"Samples";0;"Moffat";7;"Absa09\cde9ad27.pdf";8;"OcrProcessed";8;4;"Absa Current Account Statement"
"Samples";0;"Moffat";7;"Absa09\cde9ad27.pdf";8;"OcrProcessed";8;5;"Absa Current Account Statement"
"Samples";0;"Moffat";7;"Absa09\cde9ad27.pdf";8;"OcrProcessed";8;6;"Absa Current Account Statement"
"Samples";0;"Moffat";7;"Absa09\cde9ad27.pdf";8;"OcrProcessed";8;7;"Absa Current Account Statement"
"Samples";0;"Moffat";8;"Absa10\0feccc4e.pdf";6;"OcrProcessed";6;0;"Absa Current Account Statement"
"Samples";0;"Moffat";8;"Absa10\0feccc4e.pdf";6;"OcrProcessed";6;1;"Absa Current Account Statement"
"Samples";0;"Moffat";8;"Absa10\0feccc4e.pdf";6;"OcrProcessed";6;2;"Absa Current Account Statement"
"Samples";0;"Moffat";8;"Absa10\0feccc4e.pdf";6;"OcrProcessed";6;3;"Absa Current Account Statement"
"Samples";0;"Moffat";8;"Absa10\0feccc4e.pdf";6;"OcrProcessed";6;4;"Absa Current Account Statement"
"Samples";0;"Moffat";8;"Absa10\0feccc4e.pdf";6;"OcrProcessed";6;5;"Absa Current Account Statement"
"Samples";0;"Moffat";9;"Absa11\3dd9f215.pdf";8;"OcrProcessed";7;0;"Absa Current Account Statement"
"Samples";0;"Moffat";9;"Absa11\3dd9f215.pdf";8;"OcrProcessed";7;1;"Absa Current Account Statement"
"Samples";0;"Moffat";9;"Absa11\3dd9f215.pdf";8;"OcrProcessed";7;2;"Absa Current Account Statement"
"Samples";0;"Moffat";9;"Absa11\3dd9f215.pdf";8;"OcrProcessed";7;3;"Absa Current Account Statement"
"Samples";0;"Moffat";9;"Absa11\3dd9f215.pdf";8;"OcrProcessed";7;4;"Absa Current Account Statement"
"Samples";0;"Moffat";9;"Absa11\3dd9f215.pdf";8;"OcrProcessed";7;5;"Absa Current Account Statement"
"Samples";0;"Moffat";9;"Absa11\3dd9f215.pdf";8;"OcrProcessed";7;6;"Absa Current Account Statement"
"Samples";0;"Moffat";9;"Absa11\3dd9f215.pdf";8;"OcrProcessed";7;7;""
"Samples";0;"Moffat";10;"Absa12\0aba87e0.pdf";8;"OcrProcessed";7;0;"Absa Current Account Statement"
"Samples";0;"Moffat";10;"Absa12\0aba87e0.pdf";8;"OcrProcessed";7;1;"Absa Current Account Statement"
"Samples";0;"Moffat";10;"Absa12\0aba87e0.pdf";8;"OcrProcessed";7;2;"Absa Current Account Statement"
"Samples";0;"Moffat";10;"Absa12\0aba87e0.pdf";8;"OcrProcessed";7;3;"Absa Current Account Statement"
"Samples";0;"Moffat";10;"Absa12\0aba87e0.pdf";8;"OcrProcessed";7;4;"Absa Current Account Statement"
"Samples";0;"Moffat";10;"Absa12\0aba87e0.pdf";8;"OcrProcessed";7;5;"Absa Current Account Statement"
"Samples";0;"Moffat";10;"Absa12\0aba87e0.pdf";8;"OcrProcessed";7;6;"Absa Current Account Statement"
"Samples";0;"Moffat";10;"Absa12\0aba87e0.pdf";8;"OcrProcessed";7;7;""
"Samples";0;"Moffat";11;"Consent\00a9d205.pdf";1;"Consent";1;0;"Consent"
"Samples";0;"Moffat";12;"Payslip03\4a8cae4f.pdf";1;"OcrProcessed";0;0;""
"Samples";0;"Moffat";13;"Payslip04\016b7949.pdf";1;"OcrProcessed";0;0;""
"Samples";0;"Moffat";14;"Payslip05\a5ffb32c.pdf";1;"OcrProcessed";0;0;""
